# DPDAK 1.5.0
# Date: 2025-10-26 23:6:4
# 1 Inputs (1): jg_4nm_au_bs_00001.cbf 
x-Axis_1	Intensity_1	
1.362487E-01	1.050000E+01	
1.366516E-01	1.355000E+01	
1.370546E-01	1.035000E+01	
1.374575E-01	1.075000E+01	
1.378604E-01	1.232500E+01	
1.382634E-01	1.045000E+01	
1.386663E-01	1.170000E+01	
1.390693E-01	9.225000E+00	
1.394722E-01	7.550000E+00	
1.398751E-01	9.750000E+00	
1.402781E-01	9.850000E+00	
1.406810E-01	8.100000E+00	
1.410839E-01	8.000000E+00	
1.414869E-01	8.900000E+00	
1.418898E-01	8.450000E+00	
1.422927E-01	8.950000E+00	
1.426956E-01	7.075000E+00	
1.430986E-01	4.625000E+00	
1.435015E-01	7.900000E+00	
1.439044E-01	3.800000E+00	
1.443073E-01	5.475000E+00	
1.447102E-01	2.875000E+00	
1.451132E-01	7.375000E+00	
1.455161E-01	9.850000E+00	
1.459190E-01	5.775000E+00	
1.463219E-01	5.975000E+00	
1.467248E-01	4.900000E+00	
1.471277E-01	7.375000E+00	
1.475306E-01	6.300000E+00	
1.479335E-01	5.500000E+00	
1.483364E-01	7.475000E+00	
1.487393E-01	1.065000E+01	
1.491422E-01	5.775000E+00	
1.495451E-01	5.450000E+00	
1.499480E-01	7.375000E+00	
1.503509E-01	7.525000E+00	
1.507538E-01	3.400000E+00	
1.511567E-01	5.200000E+00	
1.515596E-01	6.375000E+00	
1.519625E-01	2.425000E+00	
1.523654E-01	5.875000E+00	
1.527683E-01	8.350000E+00	
1.531712E-01	4.700000E+00	
1.535741E-01	4.850000E+00	
1.539769E-01	7.725000E+00	
1.543798E-01	6.050000E+00	
1.547827E-01	7.550000E+00	
1.551856E-01	6.350000E+00	
1.555885E-01	4.200000E+00	
1.559913E-01	3.700000E+00	
1.563942E-01	4.725000E+00	
1.567971E-01	5.200000E+00	
1.571999E-01	2.200000E+00	
1.576028E-01	3.675000E+00	
1.580057E-01	2.825000E+00	
1.584086E-01	4.200000E+00	
1.588114E-01	2.600000E+00	
1.592143E-01	3.875000E+00	
1.596171E-01	4.750000E+00	
1.600200E-01	2.975000E+00	
1.604229E-01	3.150000E+00	
1.608257E-01	7.275000E+00	
1.612286E-01	5.250000E+00	
1.616314E-01	5.975000E+00	
1.620343E-01	3.200000E+00	
1.624371E-01	4.025000E+00	
1.628400E-01	6.150000E+00	
1.632428E-01	6.425000E+00	
1.636457E-01	5.175000E+00	
1.640485E-01	3.825000E+00	
1.644513E-01	3.300000E+00	
1.648542E-01	4.375000E+00	
1.652570E-01	3.975000E+00	
1.656599E-01	3.100000E+00	
1.660627E-01	5.050000E+00	
1.664655E-01	3.875000E+00	
1.668684E-01	3.300000E+00	
1.672712E-01	1.800000E+00	
1.676740E-01	4.300000E+00	
1.680768E-01	1.875000E+00	
1.684797E-01	4.100000E+00	
1.688825E-01	5.675000E+00	
1.692853E-01	3.400000E+00	
1.696881E-01	3.050000E+00	
1.700910E-01	5.275000E+00	
1.704938E-01	5.150000E+00	
1.708966E-01	2.875000E+00	
1.712994E-01	3.700000E+00	
1.717022E-01	5.175000E+00	
1.721050E-01	4.200000E+00	
1.725078E-01	4.075000E+00	
1.729106E-01	4.100000E+00	
1.733134E-01	3.125000E+00	
1.737162E-01	4.275000E+00	
1.741190E-01	4.150000E+00	
1.745218E-01	3.950000E+00	
1.749246E-01	2.775000E+00	
1.753274E-01	6.050000E+00	
1.757302E-01	5.300000E+00	
1.761330E-01	5.425000E+00	
1.765358E-01	2.500000E+00	
1.769386E-01	3.750000E+00	
1.773414E-01	2.100000E+00	
1.777442E-01	4.300000E+00	
1.781469E-01	2.950000E+00	
1.785497E-01	4.875000E+00	
1.789525E-01	7.500000E-01	
1.793553E-01	7.100000E+00	
1.797581E-01	5.700000E+00	
1.801608E-01	2.875000E+00	
1.805636E-01	3.175000E+00	
1.809664E-01	4.225000E+00	
1.813691E-01	5.075000E+00	
1.817719E-01	5.975000E+00	
1.821747E-01	6.225000E+00	
1.825774E-01	2.625000E+00	
1.829802E-01	4.225000E+00	
1.833830E-01	4.300000E+00	
1.837857E-01	3.200000E+00	
1.841885E-01	4.575000E+00	
1.845912E-01	4.100000E+00	
